3.962300000000000000e+04,1.048524872657811211e+05,-1.960000000000000000e+02,1.000000000000000000e+00
3.992300000000000000e+04,1.056338450455896382e+05,7.710000000000000000e+02,1.000000000000000000e+00
4.022400000000000000e+04,1.073542063853405853e+05,7.570000000000000000e+02,1.000000000000000000e+00
4.052500000000000000e+04,1.100515097232597473e+05,-2.840000000000000000e+02,1.000000000000000000e+00
4.082500000000000000e+04,1.108964184051980119e+05,4.700000000000000000e+02,1.000000000000000000e+00
4.112500000000000000e+04,1.122755069470910530e+05,6.360000000000000000e+02,1.000000000000000000e+00
4.142600000000000000e+04,1.144906976309456950e+05,-8.500000000000000000e+01,1.000000000000000000e+00
4.172600000000000000e+04,1.151071785066792363e+05,7.300000000000000000e+02,1.000000000000000000e+00
4.202700000000000000e+04,1.162676718812774925e+05,9.460000000000000000e+02,1.000000000000000000e+00
4.232900000000000000e+04,1.188608205033434642e+05,-3.280000000000000000e+02,1.000000000000000000e+00
4.262800000000000000e+04,1.199151056798663485e+05,-1.390000000000000000e+02,1.000000000000000000e+00
4.292900000000000000e+04,1.211950431693909049e+05,-2.320000000000000000e+02,1.000000000000000000e+00
4.323000000000000000e+04,1.221795881791666907e+05,-9.600000000000000000e+01,1.000000000000000000e+00
4.353000000000000000e+04,1.233429234969028039e+05,-2.100000000000000000e+02,1.000000000000000000e+00
4.383100000000000000e+04,1.240346994368513842e+05,8.200000000000000000e+01,1.000000000000000000e+00
4.413200000000000000e+04,1.251860422267838876e+05,-1.560000000000000000e+02,1.000000000000000000e+00
4.443200000000000000e+04,1.259471008949381358e+05,-7.800000000000000000e+01,1.000000000000000000e+00
4.473200000000000000e+04,1.267799532781998132e+05,-1.440000000000000000e+02,1.000000000000000000e+00
4.503400000000000000e+04,1.277439924366611522e+05,-4.100000000000000000e+02,1.000000000000000000e+00
4.533300000000000000e+04,1.279881362414143368e+05,-3.700000000000000000e+01,1.000000000000000000e+00
4.563400000000000000e+04,1.285142723453507642e+05,-1.700000000000000000e+01,1.000000000000000000e+00
4.593400000000000000e+04,1.289098765067498898e+05,5.600000000000000000e+01,1.000000000000000000e+00
4.623600000000000000e+04,1.294776367801459855e+05,-1.170000000000000000e+02,1.000000000000000000e+00
4.653600000000000000e+04,1.296628068369943940e+05,1.300000000000000000e+01,1.000000000000000000e+00
4.683600000000000000e+04,1.299138373155399604e+05,0.000000000000000000e+00,1.000000000000000000e+00
